,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
1449,A006,R079,00-00-04,05-22-11,10:00:00,REGULAR,4776688,2224753
1450,A006,R079,00-00-04,05-22-11,14:00:00,REGULAR,4776764,2224810
1451,A006,R079,00-00-04,05-22-11,18:00:00,REGULAR,4777001,2224883
1452,A006,R079,00-00-04,05-22-11,22:00:00,REGULAR,4777163,2224903
1453,A006,R079,00-00-04,05-23-11,02:00:00,REGULAR,4777188,2224909
1454,A006,R079,00-00-04,05-23-11,06:00:00,REGULAR,4777194,2224917
1455,A006,R079,00-00-04,05-23-11,07:41:13,REGULAR,4777201,2224965
1456,A006,R079,00-00-04,05-23-11,10:00:00,REGULAR,4777247,2225198
1457,A006,R079,00-00-04,05-23-11,14:00:00,REGULAR,4777416,2225289
1458,A006,R079,00-00-04,05-23-11,14:31:27,REGULAR,4777450,2225293
1459,A006,R079,00-00-04,05-23-11,18:00:00,REGULAR,4777954,2225366
1460,A006,R079,00-00-04,05-23-11,22:00:00,REGULAR,4778288,2225389
1461,A006,R079,00-00-04,05-24-11,02:00:00,REGULAR,4778344,2225397
1462,A006,R079,00-00-04,05-24-11,06:00:00,REGULAR,4778347,2225403
1463,A006,R079,00-00-04,05-24-11,10:00:00,REGULAR,4778411,2225732
1464,A006,R079,00-00-04,05-24-11,14:00:00,REGULAR,4778547,2225831
